GEOID,pop_total,edu_total_25plus,edu_bachelors,edu_masters,edu_professional,edu_doctorate,hhinc_total_hh,hhinc_lt10k,hhinc_10_15k,hhinc_15_20k,hhinc_20_25k,hhinc_25_30k,hhinc_30_35k,hhinc_35_40k,hhinc_40_45k,hhinc_45_50k,hhinc_50_60k,hhinc_60_75k,hhinc_75_100k,hhinc_100_125k,hhinc_125_150k,hhinc_150_200k,hhinc_200k_plus,rent_total_units,rent_lt100,rent_100_149,rent_150_199,rent_200_249,rent_250_299,rent_300_349,rent_350_399,rent_400_449,rent_450_499,rent_500_549,rent_550_599,rent_600_649,rent_650_699,rent_700_749,rent_750_799,rent_800_899,rent_900_999,rent_1000_1249,rent_1250_1499,rent_1500_1999,rent_2000_2499,rent_2500_2999,rent_3000_3499,rent_3500_plus,homeval_total_units,homeval_lt10k,homeval_10_15k,homeval_15_20k,homeval_20_25k,homeval_25_30k,homeval_30_35k,homeval_35_40k,homeval_40_50k,homeval_50_60k,homeval_60_70k,homeval_70_80k,homeval_80_90k,homeval_90_100k,homeval_100_125k,homeval_125_150k,homeval_150_175k,homeval_175_200k,homeval_200_250k,homeval_250_300k,homeval_300_400k,homeval_400_500k,homeval_500_750k,homeval_750k_1m,homeval_1m_1500k,homeval_1500k_2m,homeval_2m_plus,tenure_total,tenure_owner,tenure_renter,housing_total_units,housing_occupied,housing_vacant,vacant_for_rent,vacant_rented_not_occ,vacant_for_sale,vacant_sold_not_occ,vacant_seasonal,vacant_migrant,vacant_other
245101803001,553,471,103,48,50,5,342,54,9,35,14,52,12,6,0,0,37,15,29,29,12,0,38,250,0,0,0,0,0,0,0,0,0,12,0,0,5,7,0,67,0,134,21,4,0,0,0,0,92,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,51,5,0,13,0,0,0,0,0,0,342,92,250,479,342,137,36,21,10,11,0,0,59
245101603001,562,442,4,6,0,0,169,55,6,6,19,0,0,8,6,8,7,18,17,0,6,0,13,87,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,6,42,19,0,0,0,0,0,82,0,13,0,0,0,0,0,0,0,0,30,0,20,0,0,0,15,4,0,0,0,0,0,0,0,0,169,82,87,334,169,165,10,0,0,0,0,0,155
245101604002,677,462,11,23,0,0,192,25,63,7,0,0,0,0,22,0,19,38,5,13,0,0,0,96,20,0,0,0,0,0,0,0,7,0,0,14,0,0,17,0,0,38,0,0,0,0,0,0,96,0,18,0,25,11,12,0,5,0,9,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,192,96,96,407,192,215,15,0,11,0,0,0,189
245101604001,263,174,0,0,0,0,103,10,25,43,0,0,0,0,0,0,14,11,0,0,0,0,0,68,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17,13,0,6,20,7,0,0,0,0,35,0,0,0,5,0,6,0,8,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,103,35,68,274,103,171,11,0,0,0,0,0,160
245102702001,625,446,66,81,14,14,243,12,0,0,8,6,17,16,0,8,23,54,57,10,0,15,17,65,0,0,0,0,0,0,0,0,0,0,0,18,0,0,17,0,3,0,12,15,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,6,12,13,14,30,22,30,51,0,0,0,0,0,0,0,243,178,65,288,243,45,0,0,0,0,0,0,45
245100102002,525,482,188,120,44,15,251,0,0,0,0,0,0,0,41,0,25,0,81,25,22,34,23,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,21,22,4,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,0,15,33,77,13,0,0,0,0,0,251,191,60,251,251,0,0,0,0,0,0,0,0
245100102003,1128,873,399,150,30,72,514,31,12,22,0,0,0,9,12,9,0,60,42,40,123,77,77,46,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,9,18,0,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,42,25,102,77,180,11,21,0,0,0,0,514,468,46,514,514,0,0,0,0,0,0,0,0
245101307004,513,431,146,30,0,14,340,0,55,23,0,46,14,28,14,17,67,0,45,0,0,14,17,228,0,0,0,0,0,0,0,0,71,0,0,98,0,0,31,0,0,12,0,16,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,39,45,0,0,0,0,0,0,0,340,112,228,439,340,99,0,0,0,0,0,0,99
245101403001,665,502,53,54,19,0,299,112,28,28,0,0,15,12,19,0,3,15,13,0,35,7,12,217,0,9,0,7,7,24,46,0,0,14,0,20,0,0,16,43,0,18,13,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,19,0,0,9,48,0,0,0,0,0,0,299,82,217,364,299,65,12,0,0,0,0,0,53
245101403003,589,371,66,20,21,6,248,47,7,28,7,5,0,17,14,30,23,14,6,5,0,45,0,165,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,63,48,16,6,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,7,43,24,0,0,0,0,0,0,248,83,165,371,248,123,35,5,0,11,0,0,72
245100203001,1539,1375,608,182,124,62,766,116,11,19,33,0,0,10,0,16,44,149,92,32,13,75,156,341,0,64,0,31,0,0,0,0,10,0,0,0,0,0,0,0,0,0,58,49,94,13,4,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,67,78,98,41,0,45,50,0,0,766,425,341,865,766,99,84,0,0,0,15,0,0
245101503002,1019,671,34,24,0,0,325,25,6,15,27,40,14,15,20,10,31,37,14,30,4,9,28,91,0,0,0,0,0,0,0,14,0,0,0,0,6,0,11,6,0,13,9,27,0,0,0,0,234,0,0,5,25,0,0,0,54,45,34,9,15,0,20,13,0,0,14,0,0,0,0,0,0,0,0,325,234,91,410,325,85,0,0,0,0,0,0,85
245101503003,652,481,40,27,0,0,185,26,6,0,15,0,26,32,0,0,11,23,41,5,0,0,0,119,0,0,0,4,0,0,0,16,0,0,0,0,0,0,7,8,0,28,6,15,0,0,0,0,66,0,0,0,0,0,6,0,5,0,0,9,26,0,4,11,5,0,0,0,0,0,0,0,0,0,0,185,66,119,323,185,138,0,0,0,0,0,0,138
245101507023,369,254,11,14,0,0,166,33,64,0,11,16,5,0,0,3,2,21,0,11,0,0,0,102,0,0,0,0,0,0,10,0,10,0,0,0,11,0,10,0,10,40,11,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,19,11,11,3,11,4,0,0,5,0,0,0,0,0,0,0,0,166,64,102,368,166,202,0,0,18,0,0,0,184
245101511005,668,574,80,0,0,0,283,64,0,0,21,8,28,0,19,0,82,0,23,19,19,0,0,175,0,0,0,0,43,0,22,20,0,0,0,0,0,0,0,8,0,0,0,82,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,28,42,0,0,0,0,0,0,0,0,283,108,175,340,283,57,0,0,0,0,0,0,57
245101511003,898,557,55,60,22,20,303,0,21,0,0,45,0,25,20,13,113,46,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,21,0,0,0,0,0,0,23,0,0,23,68,46,33,22,45,22,0,0,0,0,0,0,0,303,303,0,355,303,52,0,0,0,0,0,0,52
245101511006,1439,1086,95,94,57,22,520,80,0,24,46,0,25,24,0,0,109,90,22,0,22,53,25,107,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,26,0,22,21,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,132,20,48,50,20,121,0,0,0,0,0,520,413,107,624,520,104,0,0,0,0,0,0,104
245101511002,1766,1232,81,43,26,0,759,70,43,51,26,69,108,46,0,14,19,41,112,126,19,0,15,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,25,93,127,0,0,21,0,0,0,381,0,25,0,0,0,0,0,0,0,0,69,0,37,64,163,23,0,0,0,0,0,0,0,0,0,0,759,381,378,1029,759,270,107,0,0,0,0,0,163
245101513002,571,380,24,0,0,0,231,117,0,17,16,7,7,14,26,10,9,0,8,0,0,0,0,116,0,0,0,0,0,0,20,16,0,0,0,0,0,0,0,0,16,25,22,8,0,0,0,0,115,10,0,0,0,0,0,0,0,11,0,0,41,0,22,25,0,6,0,0,0,0,0,0,0,0,0,231,115,116,439,231,208,37,0,19,0,0,0,152
245101513005,1157,684,34,73,44,0,404,81,42,0,29,28,23,102,36,8,0,7,27,21,0,0,0,319,0,0,0,0,0,0,0,20,0,0,0,0,0,48,0,23,100,96,32,0,0,0,0,0,85,0,0,0,0,6,0,0,0,21,8,0,18,7,0,0,0,0,0,0,0,0,0,25,0,0,0,404,85,319,511,404,107,16,0,0,0,0,0,91
245101513004,564,478,55,0,0,0,192,13,0,36,39,6,18,0,0,16,9,10,29,16,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,0,6,18,55,7,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,11,9,16,6,0,0,0,0,0,16,0,0,0,0,0,192,58,134,329,192,137,0,0,0,0,0,0,137
245101901001,369,182,0,5,0,0,133,14,27,0,15,0,18,0,32,0,5,12,0,0,0,10,0,110,0,0,0,4,0,0,0,18,0,0,0,29,0,5,11,0,10,0,0,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,10,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,133,23,110,279,133,146,9,9,0,8,0,0,120
245101901003,976,613,13,24,8,0,366,81,66,58,27,34,20,6,16,0,28,0,17,13,0,0,0,316,0,29,0,28,11,17,16,13,21,7,0,0,6,0,17,55,6,46,23,0,14,0,0,0,50,7,0,0,0,0,0,0,6,5,0,0,10,0,0,6,0,0,0,0,16,0,0,0,0,0,0,366,50,316,568,366,202,41,50,25,0,0,0,86
245101202011,1289,953,347,207,27,123,484,19,5,11,0,2,39,24,6,29,30,48,81,35,31,56,68,200,0,0,0,0,0,0,0,0,0,0,7,0,6,0,8,5,12,32,33,40,19,22,11,0,284,0,0,0,0,0,0,0,0,0,0,9,6,0,22,22,11,7,48,39,80,32,5,3,0,0,0,484,284,200,555,484,71,30,0,0,27,0,0,14
245102804042,263,190,57,7,0,0,139,11,0,15,0,0,0,13,4,0,0,84,0,0,7,5,0,117,0,0,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,47,29,13,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,10,0,0,0,0,139,22,117,232,139,93,64,0,29,0,0,0,0
245102804041,2549,1733,49,52,0,17,906,169,127,53,40,64,27,39,28,28,46,99,85,16,22,23,40,538,3,31,18,39,53,70,14,22,0,42,9,5,63,15,5,56,19,9,44,6,0,0,0,0,368,13,0,0,7,0,0,0,0,14,0,26,11,37,76,81,44,6,0,0,9,0,19,0,25,0,0,906,368,538,982,906,76,41,0,0,10,14,0,11
245101203001,1197,868,339,151,108,13,505,36,12,24,24,8,23,9,18,22,58,69,37,0,83,45,37,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,66,42,71,71,47,7,0,0,0,178,0,0,0,0,0,0,12,8,0,0,0,0,13,0,12,0,10,21,15,78,9,0,0,0,0,0,505,178,327,578,505,73,22,0,17,0,0,0,34
245101203003,836,715,121,154,29,21,299,9,0,39,41,28,8,0,4,9,17,11,57,17,30,18,11,145,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,8,17,32,43,11,4,0,0,154,0,0,0,0,0,0,0,0,19,8,0,0,17,0,0,30,0,14,8,39,19,0,0,0,0,0,299,154,145,337,299,38,0,0,0,21,0,0,17
245101206002,1285,1056,177,196,18,18,582,126,41,11,11,0,64,5,25,25,99,75,36,19,17,28,0,544,0,27,0,0,29,0,0,0,0,26,0,28,0,11,30,60,120,105,23,65,15,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,7,0,15,0,0,0,0,0,582,38,544,718,582,136,113,0,0,0,0,0,23
245101206001,756,703,198,75,20,33,467,78,71,32,0,26,57,0,25,11,43,18,33,37,6,18,12,382,0,37,0,43,22,32,9,36,0,5,9,25,0,0,16,13,0,78,39,18,0,0,0,0,85,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,7,38,0,6,18,0,0,0,0,0,467,85,382,489,467,22,22,0,0,0,0,0,0
245101402004,282,151,0,0,0,0,103,0,14,30,0,15,0,0,0,0,11,0,33,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,0,14,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,103,26,77,185,103,82,0,0,0,0,0,0,82
245101402002,779,405,42,0,0,0,225,51,0,20,0,35,11,0,30,0,0,17,33,0,28,0,0,164,0,10,30,0,0,22,0,0,0,15,0,0,0,0,0,0,70,17,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,28,0,33,0,0,0,0,0,0,0,0,0,0,0,0,225,61,164,559,225,334,108,0,0,0,0,0,226
245101402003,327,252,0,0,0,0,109,0,13,0,35,0,9,0,0,19,0,0,0,0,33,0,0,57,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,13,0,0,52,0,0,33,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,52,57,130,109,21,0,0,0,0,0,0,21
245101502003,1074,604,49,0,8,0,219,38,23,31,0,50,0,0,4,12,16,39,6,0,0,0,0,137,0,0,0,0,24,0,0,0,0,0,0,6,6,0,0,0,0,72,29,0,0,0,0,0,82,7,4,0,0,0,6,9,20,5,19,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,219,82,137,578,219,359,0,0,55,0,0,0,304
245102609002,923,763,289,115,71,39,365,0,0,9,0,8,20,9,0,0,31,48,48,83,33,20,56,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,47,18,0,5,0,261,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,29,120,41,9,0,0,0,0,0,365,261,104,426,365,61,25,0,0,0,0,0,36
245102609001,700,537,210,105,32,14,340,33,0,10,22,10,8,10,13,0,11,31,21,35,12,100,24,119,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,10,15,8,31,17,0,6,221,0,0,0,0,9,0,0,0,0,0,0,12,0,10,0,25,17,19,45,72,12,0,0,0,0,0,340,221,119,429,340,89,71,0,0,0,0,0,18
245102710011,821,462,33,19,0,5,223,6,11,6,6,39,0,10,0,28,6,25,62,18,0,0,6,104,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,19,26,39,0,7,0,0,119,0,0,0,0,0,0,0,0,6,16,18,0,9,36,19,0,0,6,5,4,0,0,0,0,0,0,223,119,104,336,223,113,0,0,0,0,0,0,113
245102710012,777,554,73,26,0,0,240,27,6,19,24,11,10,7,11,0,23,52,19,5,14,12,0,85,0,0,12,17,0,0,0,0,0,0,0,16,0,0,0,0,7,0,0,33,0,0,0,0,155,0,0,0,0,0,0,0,0,0,16,12,28,14,60,19,5,1,0,0,0,0,0,0,0,0,0,240,155,85,280,240,40,0,0,0,12,0,0,28
245100201002,1026,793,271,232,66,73,502,4,7,9,10,20,22,9,23,14,25,46,68,45,65,46,89,168,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,41,42,26,18,17,2,2,334,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,20,11,46,81,84,20,31,20,9,0,0,502,334,168,623,502,121,16,0,43,0,0,0,62
245100201001,687,545,176,142,40,13,306,14,8,0,26,15,16,5,0,4,28,47,43,13,31,29,27,138,0,0,0,0,0,0,8,0,0,0,0,5,0,0,16,0,7,0,40,47,15,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,9,33,45,43,12,15,0,0,0,0,306,168,138,394,306,88,22,3,13,0,0,0,50
245100601003,680,497,133,76,27,43,263,9,0,24,7,0,0,19,17,0,15,22,17,22,41,22,48,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,24,24,17,4,0,0,0,182,7,0,0,0,0,0,0,0,0,0,0,9,0,0,5,21,0,38,29,35,0,21,0,0,9,8,263,182,81,309,263,46,0,0,0,0,0,0,46
245100601002,1072,527,111,81,9,9,358,101,0,32,0,20,8,0,43,10,23,19,50,11,9,27,5,179,0,0,0,0,0,0,0,0,0,36,45,0,0,0,0,0,0,0,0,95,3,0,0,0,179,0,0,0,0,7,0,0,0,10,0,0,0,0,0,27,22,47,34,18,14,0,0,0,0,0,0,358,179,179,438,358,80,0,0,20,0,0,0,60
245100902002,1492,1160,315,104,34,8,606,0,13,64,21,12,10,51,0,22,53,75,56,114,62,30,23,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,12,17,16,0,0,0,0,0,510,30,0,0,0,0,0,0,0,0,0,0,0,16,52,90,166,40,67,19,30,0,0,0,0,0,0,606,510,96,643,606,37,0,37,0,0,0,0,0
245100902001,1411,1164,155,179,20,40,578,0,43,23,23,0,34,0,39,20,36,90,79,60,59,39,33,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,26,0,0,0,0,537,0,0,0,13,0,13,0,0,0,0,0,0,55,94,19,82,35,110,52,58,0,6,0,0,0,0,578,537,41,648,578,70,29,0,0,0,0,0,41
245100906003,347,194,0,11,0,0,148,10,11,9,32,0,10,0,13,10,53,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,116,9,0,0,0,0,0,10,11,20,13,0,0,0,0,17,0,0,36,0,0,0,0,0,0,0,0,148,116,32,296,148,148,56,0,0,0,0,0,92
245100906002,354,294,17,0,0,0,122,0,0,27,0,9,6,34,0,9,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,9,0,0,0,43,18,0,0,0,6,0,27,0,0,0,0,0,9,0,10,0,0,122,122,0,246,122,124,30,0,0,0,0,0,94
245100909001,562,364,13,15,7,0,188,11,0,19,0,0,27,39,23,11,14,17,0,12,15,0,0,121,0,0,0,0,0,12,10,0,0,0,0,0,0,0,11,25,43,0,13,0,7,0,0,0,67,0,0,0,0,0,0,0,15,7,0,14,0,0,14,0,0,0,17,0,0,0,0,0,0,0,0,188,67,121,312,188,124,0,0,0,0,0,0,124
245100909004,1233,671,14,7,0,0,409,36,81,63,81,27,0,28,16,13,24,32,0,0,8,0,0,340,13,0,0,0,99,0,0,12,24,28,0,0,0,0,0,0,30,118,16,0,0,0,0,0,69,0,0,0,0,0,8,0,18,0,13,13,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,409,69,340,450,409,41,22,0,0,0,0,0,19
245101001001,1267,760,56,12,0,0,294,25,16,31,6,68,22,0,6,4,68,43,0,5,0,0,0,193,0,0,0,19,0,0,30,11,0,0,0,0,0,0,0,23,23,69,14,0,4,0,0,0,101,0,0,0,0,0,0,0,6,0,0,44,0,17,22,12,0,0,0,0,0,0,0,0,0,0,0,294,101,193,364,294,70,0,0,16,0,0,0,54
245101001002,403,359,21,0,0,0,299,174,71,6,10,3,4,4,5,0,16,0,6,0,0,0,0,299,0,26,18,39,65,26,29,3,10,16,0,0,0,0,0,0,6,39,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,299,355,299,56,0,0,0,0,0,0,56
245101501003,834,542,29,0,0,0,342,99,65,31,6,42,25,0,11,16,17,0,20,0,0,0,10,254,62,24,0,36,0,25,0,26,0,0,15,28,0,30,0,0,0,8,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,15,20,6,0,8,7,0,20,0,0,0,12,0,0,0,0,0,0,342,88,254,582,342,240,42,0,0,0,0,0,198
245101501002,944,550,0,22,0,0,384,108,54,34,0,23,24,17,44,0,68,0,0,12,0,0,0,198,9,0,0,38,38,8,0,0,8,0,0,8,0,0,0,24,0,65,0,0,0,0,0,0,186,0,0,0,0,0,0,9,10,20,9,64,0,47,15,0,0,0,12,0,0,0,0,0,0,0,0,384,186,198,565,384,181,25,0,0,0,0,0,156
245101509002,859,611,89,24,10,0,327,0,21,10,8,8,0,9,14,0,71,22,65,17,41,31,10,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,42,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,8,36,19,0,115,5,31,8,18,0,0,0,0,0,0,0,0,327,240,87,428,327,101,0,0,0,20,0,0,81
245101509004,433,336,74,33,0,0,259,0,34,11,11,67,26,16,0,0,36,14,7,27,10,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,12,0,11,15,0,0,0,0,176,0,11,0,0,0,0,0,0,0,0,8,14,21,46,11,11,0,43,0,11,0,0,0,0,0,0,259,176,83,378,259,119,0,0,19,0,0,0,100
245102004002,875,450,12,0,0,0,238,29,32,8,32,21,52,0,24,3,9,18,10,0,0,0,0,147,0,0,15,14,0,0,0,0,0,0,0,0,0,21,0,16,10,44,13,14,0,0,0,0,91,4,0,20,0,0,1,7,10,1,32,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,238,91,147,485,238,247,42,16,0,0,0,0,189
245102004001,749,513,16,18,0,0,293,51,43,11,27,0,22,20,20,25,45,10,0,19,0,0,0,206,0,0,0,15,0,0,0,0,0,0,0,0,26,0,14,41,27,58,25,0,0,0,0,0,87,0,0,8,0,6,5,0,0,24,7,0,0,0,0,14,5,18,0,0,0,0,0,0,0,0,0,293,87,206,427,293,134,25,36,8,0,0,0,65
245102005001,190,149,0,0,0,0,76,25,20,0,31,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,43,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,76,179,76,103,0,20,0,0,0,0,83
245102005004,501,339,34,0,10,0,182,63,0,28,13,15,0,13,0,0,0,50,0,0,0,0,0,119,0,0,0,0,0,13,0,11,0,31,0,0,12,0,28,11,0,0,0,0,0,0,0,0,63,0,0,0,0,0,13,0,25,0,0,0,0,0,0,0,10,0,0,15,0,0,0,0,0,0,0,182,63,119,304,182,122,0,41,0,0,0,0,81
245102501012,2849,1974,211,113,8,8,1014,85,27,0,28,14,39,44,32,11,169,120,158,141,72,33,41,378,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,15,32,168,69,74,0,0,0,0,636,6,0,17,8,0,0,0,22,0,0,7,13,0,233,102,127,7,63,14,0,7,10,0,0,0,0,1014,636,378,1111,1014,97,44,0,17,18,0,0,18
245102506001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245102604041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245102604043,1585,1026,31,48,0,0,438,81,22,25,40,5,30,39,0,49,26,26,23,31,24,17,0,289,0,0,0,0,0,0,0,5,0,6,0,0,6,0,0,16,15,76,148,17,0,0,0,0,149,8,0,0,0,7,0,0,0,34,17,6,10,23,12,13,0,0,5,6,4,4,0,0,0,0,0,438,149,289,548,438,110,48,0,12,0,0,0,50
245101207002,747,526,103,67,13,28,356,35,0,0,22,62,0,56,5,5,50,56,26,34,5,0,0,186,0,0,0,0,0,0,0,0,0,0,16,0,15,0,0,9,24,85,9,19,5,0,0,0,170,0,0,0,0,0,0,0,0,0,0,28,29,0,17,0,30,21,28,17,0,0,0,0,0,0,0,356,170,186,392,356,36,8,0,0,0,0,0,28
245101207003,886,774,140,72,7,8,351,0,19,0,0,0,9,28,0,8,44,22,66,69,62,24,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,62,65,0,0,0,0,189,0,0,0,0,0,0,0,0,10,38,31,19,0,14,0,0,6,36,35,0,0,0,0,0,0,0,351,189,162,433,351,82,20,0,0,0,0,0,62
245101207001,626,551,186,132,22,33,331,27,5,0,21,18,33,0,5,0,31,25,66,30,57,13,0,110,0,0,0,0,0,0,0,0,0,6,0,0,0,0,21,0,0,15,27,41,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,17,22,3,6,21,85,50,17,0,0,0,0,0,0,331,221,110,348,331,17,8,0,0,0,0,0,9
245101304003,604,369,42,0,16,0,239,41,34,29,20,35,7,5,0,0,21,6,19,0,16,6,0,150,0,0,0,11,0,0,0,0,0,8,0,0,0,26,14,0,36,12,28,15,0,0,0,0,89,0,0,0,0,0,7,0,0,6,0,6,0,0,37,5,6,16,0,6,0,0,0,0,0,0,0,239,89,150,426,239,187,27,0,0,0,0,0,160
245101304002,761,563,45,38,0,0,302,56,19,6,50,0,20,32,24,13,17,33,27,0,0,5,0,211,0,0,0,0,0,0,0,0,13,0,13,0,0,7,0,21,31,25,56,32,0,0,0,0,91,0,0,0,0,0,6,0,0,22,0,0,13,0,31,5,5,0,0,0,0,0,9,0,0,0,0,302,91,211,384,302,82,11,0,6,0,0,0,65
245101304001,691,443,27,28,0,25,236,6,46,16,15,29,6,7,12,19,31,0,12,7,6,0,24,105,0,0,0,0,5,0,0,0,0,0,6,0,0,0,7,0,0,25,0,44,18,0,0,0,131,0,0,6,0,0,0,0,0,6,7,8,46,12,12,0,0,0,5,5,0,0,24,0,0,0,0,236,131,105,416,236,180,18,0,9,0,5,0,148
245101307002,780,602,172,254,41,58,391,14,32,15,0,42,14,24,0,14,15,27,48,28,23,69,26,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,62,26,13,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,27,0,26,114,0,24,0,0,0,0,391,236,155,440,391,49,0,0,49,0,0,0,0
245101307003,377,351,134,81,27,59,221,0,29,0,0,0,8,0,13,13,31,0,29,55,14,12,17,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,0,14,0,0,0,136,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,40,43,8,0,0,15,0,0,0,221,136,85,271,221,50,0,0,0,0,0,0,50
245102805004,438,265,22,0,0,0,200,55,34,40,18,0,5,0,11,0,30,0,0,0,0,0,7,170,0,0,12,67,7,34,26,0,0,10,0,0,0,0,0,0,0,5,0,9,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,200,30,170,250,200,50,0,22,0,0,0,0,28
245102717001,520,520,5,0,19,0,272,117,70,20,8,0,0,0,13,8,28,0,8,0,0,0,0,272,0,24,19,45,35,56,28,8,41,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,272,272,272,0,0,0,0,0,0,0,0
